Date,station,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin,year,month,day,LDAPS_CC_ALL,LDAPS_PPT_ALL,Error_max,Error_min,Avg_error_max,Avg_error_min,model_correction_max,model_correction_min
2013-06-30,13.0,32.1,23.8,48.76792908,84.00816345,29.92927163,24.2817497,5.988360584,32.03944751,0.183449507,0.271462449,0.22561654,0.166153553,0.0,0.0,0.0,0.0,37.5776,127.083,59.8324,2.6865,5861.027344,31.4,24.3,2013.0,6.0,30.0,0.21167051225,0.0,0.046838483121019105,0.0007510411522634497,0.019580628759043053,-0.02774359805368209,85.65309611124346,47.41493125769401
2013-06-30,14.0,31.3,23.8,50.74573517,74.49880981,29.49852619,24.45942658,6.319477777,16.83561063,0.357665275,0.323948845,0.241907531,0.150746298,0.0,0.0,0.0,0.0,37.4967,126.927,30.968,0.618,5857.949707,31.7,22.9,2013.0,6.0,30.0,0.26856698725,0.0,0.06944712334384857,-0.0680972305676856,0.019580628759043053,-0.02774359805368209,75.95754334788016,49.33786589050492
2013-06-30,15.0,32.5,23.6,51.77339172,72.99923706,29.6401032,25.15290854,6.360547493,32.27512177,0.301712876,0.302602134,0.191007179,0.145542468,0.0,0.0,0.0,0.0,37.5507,126.937,30.0464,0.8552,5866.655762,30.8,22.8,2013.0,6.0,30.0,0.23521616425000003,0.0,0.03765898701298708,-0.10319774298245604,0.019580628759043053,-0.02774359805368209,74.42860802056524,50.33701155024448
2013-06-30,16.0,30.7,21.4,56.84833908,84.40817261,28.47651747,23.69515104,5.639549484,83.417605,0.277754578,0.287272772,0.246364056,0.134321159,0.0,0.0,0.0,0.0,37.4697,126.995,82.2912,2.2579,5861.383301,30.8,20.9,2013.0,6.0,30.0,0.23642814125,0.0,0.07543774448051947,-0.13373928421052633,0.019580628759043053,-0.02774359805368209,86.06093770210562,55.27116161054506
2013-06-30,17.0,32.1,20.1,54.35250092,93.21831512,29.32152511,23.03616269,5.497786959,97.97143806,0.151997618,0.2361992,0.195431031,0.149973047,0.0,0.0,0.0,0.0,37.6181,127.099,53.4712,0.697,5872.376465,31.5,21.1,2013.0,6.0,30.0,0.183400224,0.0,0.06915793301587303,-0.09176126492890993,0.019580628759043053,-0.02774359805368209,95.0435883419082,52.84456698126313
2013-06-30,18.0,32.8,23.8,56.14470673,88.36473084,28.67617461,23.44816492,5.665434659,81.93827105,0.190920499,0.293773562,0.264063894,0.138920351,0.0,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,5864.952637,33.1,23.9,2013.0,6.0,30.0,0.22191957650000002,0.0,0.133650313897281,0.01890523347280329,0.019580628759043053,-0.02774359805368209,90.09496782997078,54.58705055364102
2013-06-30,19.0,31.4,22.8,52.26592636,75.48375702,29.27366832,24.97015091,6.359285822,36.33996852,0.276464701,0.295129102,0.1885057,0.140354342,0.0,0.0,0.0,0.0,37.5776,126.938,75.0924,1.7678,5893.578125,31.8,21.6,2013.0,6.0,30.0,0.22511346124999998,0.0,0.07944439245283025,-0.15602550509259255,0.019580628759043053,-0.02774359805368209,76.96177644354643,50.81588150716481
2013-06-30,20.0,30.9,22.2,61.49383545,95.24523163,28.50298868,23.03153859,6.814791689,70.16693582,0.199887615,0.190157051,0.138435317,0.123160086,0.0,0.0,0.0,0.0,37.6181,127.004,146.554,4.7296,5932.124023,30.8,23.0,2013.0,6.0,30.0,0.16291001724999998,0.0,0.07457828961038959,-0.001371243043478272,0.019580628759043053,-0.02774359805368209,97.1101931516161,59.78777519649593
2013-06-30,21.0,32.0,23.6,49.57604599,81.60166931,29.97619602,24.83710706,6.413321187,14.79612086,0.200845365,0.253855393,0.207180081,0.148090805,0.0,0.0,0.0,0.0,37.5507,127.04,26.298,0.5721,5859.321777,30.6,24.0,2013.0,6.0,30.0,0.202492911,0.0,0.020385750980392213,-0.034879460833333376,0.019580628759043053,-0.02774359805368209,83.1994813028773,48.20062809696258
2013-06-30,22.0,32.2,23.9,54.51245499,88.52469635,29.18887005,23.80135221,6.020389636,88.0782094,0.179405619,0.268662387,0.223249274,0.164154806,0.0,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5852.904297,32.6,23.7,2013.0,6.0,30.0,0.2088680215,0.0,0.1046358880368099,-0.004276464556962098,0.019580628759043053,-0.02774359805368209,90.25806556523635,53.00008334983801
2013-06-30,23.0,32.7,24.4,54.70558548,75.91982269,28.85798067,24.73371051,6.01961568,90.83848906,0.346090207,0.350199357,0.225512718,0.148332835,0.0,0.0,0.0,0.0,37.5372,126.891,15.5876,0.1554,5851.387695,31.8,23.2,2013.0,6.0,30.0,0.26753377925,0.0,0.0925163311320755,-0.06610821163793114,0.019580628759043053,-0.02774359805368209,77.40638055354526,53.187855705151534
2013-06-30,24.0,31.5,25.0,52.07278442,73.69394684,29.34425186,24.8568064,6.222672025,49.00751964,0.342294439,0.346846606,0.213114563,0.150828614,0.0,0.0,0.0,0.0,37.5237,126.909,17.2956,0.2223,5850.358887,31.3,23.7,2013.0,6.0,30.0,0.26327105549999996,0.0,0.062483966134185324,-0.048810396624472605,0.019580628759043053,-0.02774359805368209,75.13692065486268,50.62809801951548
2013-06-30,25.0,32.5,24.2,50.27460861,75.52501678,29.96375331,24.97286375,6.265457382,23.34217552,0.283318426,0.289609929,0.20345857,0.142098386,0.0,0.0,0.0,0.0,37.5237,126.97,19.5844,0.2713,5855.09375,32.0,24.2,2013.0,6.0,30.0,0.22962132775,0.0,0.06363270906249996,-0.031936518595041284,0.019580628759043053,-0.02774359805368209,77.00384409558967,48.879810076417975
2013-07-01,1.0,28.3,21.2,72.79857636,97.64279175,25.27671609,21.14256154,15.60804504,64.9149458,0.615612061,0.843198535,0.81045519,0.62203974,0.804222465,9.933111086,0.237004317,0.848081543,37.6046,126.991,212.335,2.785,5987.71875,24.8,18.7,2013.0,7.0,1.0,0.7228263815,2.95560485275,-0.01922242298387097,-0.130618264171123,0.019580628759043053,-0.02774359805368209,99.5546990062533,70.77888191858787
2013-07-01,2.0,30.5,22.9,65.73069,92.9493866,27.4375227,22.71301977,11.3918136,70.69303322,0.617177998,0.901149031,0.763317317,0.59106463,0.464744457,11.83342134,0.253719132,1.513873922,37.6046,127.032,44.7624,0.5141,5863.956055,27.3,21.5,2013.0,7.0,1.0,0.718177244,3.51643971275,-0.005037461538461469,-0.05641952418604646,0.019580628759043053,-0.02774359805368209,94.76939403239537,63.90708415684882
2013-07-01,3.0,30.3,24.5,62.74357605,90.56828308,28.37812286,23.09748616,11.70179192,78.72146373,0.606684894,0.890558138,0.765460797,0.601785302,0.543196224,11.49145773,0.271108305,2.75996574,37.5776,127.058,33.3068,0.2661,5858.20166,28.1,21.8,2013.0,7.0,1.0,0.7161222827500001,3.7664319997500004,-0.009897610676156578,-0.05951771376146781,0.019580628759043053,-0.02774359805368209,92.34166700833339,61.002843495618166
2013-07-01,4.0,31.0,24.5,74.53421783,97.6300354,26.44499556,22.18528437,12.58601775,67.37863513,0.583464041,0.842180119,0.760137955,0.587809867,0.444243838,9.090755264,0.261195129,3.192251516,37.645,127.022,45.716,2.5348,5851.575195,27.9,21.5,2013.0,7.0,1.0,0.6933979955,3.24711143675,0.05215069677419354,-0.03187369162790705,0.019580628759043053,-0.02774359805368209,99.54169287889962,72.4663704492789
2013-07-01,5.0,30.8,22.6,72.63654327,94.36520386,27.01157324,23.10447276,12.4243956,105.3035129,0.598722628,0.880431728,0.723178472,0.618996355,0.3401134,9.16058205,0.258917118,3.395695708,37.5507,127.135,35.038,0.5055,5854.146973,28.2,22.2,2013.0,7.0,1.0,0.70533229575,3.288827069,0.042142792907801374,-0.04074201621621626,0.019580628759043053,-0.02774359805368209,96.21293388455406,70.62134420950824
2013-07-01,6.0,31.0,24.1,65.52217102,91.15923309,27.68082395,22.96795835,12.50106831,100.761024,0.574738029,0.872533172,0.755782352,0.630178305,1.195706706,6.931812486,0.247168981,2.898612668,37.5102,127.042,54.6384,0.1457,5868.374512,28.9,22.3,2013.0,7.0,1.0,0.7083079645000001,2.81832521025,0.04218602249134941,-0.029953289237668126,0.019580628759043053,-0.02774359805368209,92.94418819109436,63.7043502436165
2013-07-01,7.0,30.5,23.6,73.59443665,93.41606903,26.43266819,22.53118843,13.28583898,122.1333132,0.609439574,0.772702514,0.735475224,0.562952298,0.562011714,5.486298877,0.200886746,0.604448318,37.5776,126.838,12.37,0.0985,5843.853516,27.6,21.2,2013.0,7.0,1.0,0.6701424025,1.71341141375,0.04229463079710146,-0.06279190707547175,0.019580628759043053,-0.02774359805368209,95.24521439780557,71.55266218059523
2013-07-01,8.0,31.0,23.1,66.70443726,92.33698273,26.90571545,22.55986447,12.79457045,82.40053471,0.61058641,0.754831716,0.744900927,0.572974157,2.244908027,5.686821675,0.173180796,2.262280668,37.4697,126.91,52.518,1.5629,5858.525879,28.2,21.3,2013.0,7.0,1.0,0.6708233025,2.5917977915000003,0.04589661524822697,-0.05914856666666667,0.019580628759043053,-0.02774359805368209,94.1449989095663,64.85381616426152
2013-07-01,9.0,30.5,21.7,72.05588531,93.54278564,26.21290971,22.07256857,13.74926058,75.83857814,0.583443453,0.782615826,0.693510368,0.556918599,1.487056633,6.840253832,0.208492875,2.030875172,37.4967,126.826,50.9312,0.4125,5871.54541,27.1,21.0,2013.0,7.0,1.0,0.6541220615,2.641669628,0.03273395904059039,-0.051074693809523876,0.019580628759043053,-0.02774359805368209,95.37441219870358,70.05679579055713
2013-07-01,10.0,30.0,21.1,68.92158508,95.18622589,25.39379117,21.40504664,13.52658719,79.97903705,0.564918566,0.759817389,0.698832018,0.619763799,1.836138883,5.555646589,0.202441586,2.291009799,37.4562,126.955,208.507,5.1782,5887.616211,27.5,20.7,2013.0,7.0,1.0,0.660832943,2.47130921425,0.076589412,-0.03406022415458933,0.019580628759043053,-0.02774359805368209,97.0500320421265,67.00945232631783
2013-07-01,11.0,30.6,24.8,64.81935883,90.86804962,28.29515651,23.26524654,11.86145327,97.13036982,0.592851182,0.901467755,0.747132619,0.61098487,0.755655935,8.225176022,0.258947051,3.231347817,37.5372,127.085,28.7,0.6233,5858.687012,28.9,22.5,2013.0,7.0,1.0,0.7131091065000001,3.1177817062499997,0.020928840484428956,-0.03401095733333332,0.019580628759043053,-0.02774359805368209,92.64730316566751,63.02103659252309
2013-07-01,12.0,32.0,22.2,65.32542419,91.7294693,27.05757991,22.25981928,12.75320748,78.85335139,0.591133791,0.884395195,0.753662088,0.608417702,1.283185939,9.217300966,0.269399904,2.649243699,37.5507,126.988,132.118,0.5931,5918.901367,26.8,19.8,2013.0,7.0,1.0,0.709402194,3.3547826269999996,-0.009611190671641809,-0.12423329696969686,0.019580628759043053,-0.02774359805368209,93.52558998462733,63.51306187858636
2013-07-01,13.0,30.9,24.8,62.57317734,91.00751495,28.25579447,23.09450999,11.32779938,80.92581185,0.61063285,0.901055456,0.772177123,0.610183516,0.414610125,11.41392718,0.27150146,3.012929015,37.5776,127.083,59.8324,2.6865,5855.550293,28.7,22.3,2013.0,7.0,1.0,0.7235122362499999,3.7782419449999995,0.015477544599303061,-0.035628250672645655,0.019580628759043053,-0.02774359805368209,92.789499314519,60.83717225893727
2013-07-01,14.0,30.8,22.9,64.40576172,90.97425079,27.54244583,22.96480134,12.71481027,87.93994443,0.608516007,0.786750561,0.744027155,0.580589002,2.208438436,6.472261953,0.201511736,2.362143854,37.4967,126.927,30.968,0.618,5852.552734,27.9,21.5,2013.0,7.0,1.0,0.6799706812499999,2.8110889947500004,0.01281556164874553,-0.06813029488372098,0.019580628759043053,-0.02774359805368209,92.75558382135107,62.618914154499095
2013-07-01,15.0,30.1,23.1,64.74150085,90.71553802,27.65093472,22.8512939,12.39907449,84.72494555,0.604812905,0.841032642,0.773757719,0.575775379,1.631393143,8.088325985,0.239776726,2.388285343,37.5507,126.937,30.0464,0.8552,5861.348633,27.1,20.7,2013.0,7.0,1.0,0.69884466125,3.0869452992500004,-0.020329694464944547,-0.10392724154589383,0.019580628759043053,-0.02774359805368209,92.49180529264646,62.945338673025475
2013-07-01,16.0,29.9,21.4,71.29189301,93.21128082,26.48378545,22.36288073,12.66935344,90.76669808,0.573985394,0.780090889,0.67324281,0.605721757,1.636845416,5.644781488,0.227548543,2.677204739,37.4697,126.995,82.2912,2.2579,5855.75293,27.5,20.8,2013.0,7.0,1.0,0.6582602125,2.5465950465,0.036953256363636396,-0.07513849663461537,0.019580628759043053,-0.02774359805368209,95.03641630589132,69.31399938584445
2013-07-01,17.0,30.6,21.6,70.13705444,93.94486237,26.42537665,22.67139004,10.64090391,68.66905109,0.651011611,0.875306425,0.775181164,0.595345108,0.228985962,11.94178899,0.271362552,1.724580045,37.6181,127.099,53.4712,0.697,5866.985352,27.8,21.7,2013.0,7.0,1.0,0.7242110770000001,3.5416793872499994,0.049446883093525185,-0.0447645179723502,0.019580628759043053,-0.02774359805368209,95.78436184388636,68.19120019294742
2013-07-01,18.0,31.5,24.2,70.6847229,92.01984406,26.77985404,22.57419142,11.7315524,88.6230851,0.546151646,0.83427918,0.709808024,0.576097224,1.397540348,5.649839563,0.247749299,2.877794122,37.4832,127.024,56.4448,1.2313,5859.464355,29.2,22.1,2013.0,7.0,1.0,0.6665840185,2.543230833,0.08288171095890409,-0.021456625339366372,0.019580628759043053,-0.02774359805368209,93.82165046500388,68.7236743593265
2013-07-01,19.0,30.8,21.9,65.73111725,91.57623291,27.2091226,22.37903369,12.58367874,76.92165367,0.61712407,0.845477949,0.773260607,0.59379469,1.397049006,8.44128814,0.210697087,1.39347655,37.5776,126.938,75.0924,1.7678,5888.26709,27.1,20.5,2013.0,7.0,1.0,0.7074143289999999,2.86062769575,-0.004026664206642036,-0.09166018,0.019580628759043053,-0.02774359805368209,93.36935312976236,63.90749955339655
2013-07-01,20.0,30.5,23.2,76.48796844,99.19757843,25.69746664,21.45831616,18.04368989,55.81011232,0.601877564,0.82754615,0.822289606,0.614560506,0.63164312,10.07633339,0.254713086,1.371297081,37.6181,127.004,146.554,4.7296,5926.908691,27.3,20.7,2013.0,7.0,1.0,0.7165684565,3.08349666925,0.05870085567765577,-0.03663363091787438,0.019580628759043053,-0.02774359805368209,101.13992938703387,74.36591698765793
2013-07-01,21.0,30.5,24.3,63.79328156,91.54259491,28.36324414,23.1688291,11.89693717,82.01732894,0.601481146,0.858259993,0.767106242,0.614047465,0.886908944,10.05140224,0.283085242,2.948905339,37.5507,127.04,26.298,0.5721,5853.975098,28.2,21.7,2013.0,7.0,1.0,0.7102237115000001,3.54257544125,-0.005788799290780133,-0.06768797695852538,0.019580628759043053,-0.02774359805368209,93.33505647657218,62.02342639787399
2013-07-01,22.0,31.8,24.1,68.24116516,91.33728027,27.56189038,23.35067562,12.2434177,120.3839067,0.580715297,0.888694003,0.717738139,0.620365637,0.738487681,6.487334203,0.259174459,3.079744935,37.5102,127.086,21.9668,0.1332,5847.513184,29.1,22.3,2013.0,7.0,1.0,0.701878269,2.6411853195,0.05285600068728523,-0.04711549865470851,0.019580628759043053,-0.02774359805368209,93.12572164682753,66.34790970308602
2013-07-01,23.0,31.5,23.5,68.4341507,91.64897156,27.18709049,22.74138202,12.79118335,111.3613453,0.627006141,0.802875083,0.736755004,0.578573087,1.553839898,7.303503861,0.226573097,2.258268905,37.5372,126.891,15.5876,0.1554,5846.012695,28.1,21.8,2013.0,7.0,1.0,0.68630232875,2.83554644025,0.032487882918149545,-0.043182661467889856,0.019580628759043053,-0.02774359805368209,93.44351604826446,66.5355411298341
2013-07-01,24.0,30.9,24.0,65.91047668,91.1552887,27.47112974,22.86292135,12.71355206,96.69394875,0.617364807,0.798039065,0.739396955,0.593297188,1.836599623,7.284498485,0.238097434,2.331715455,37.5237,126.909,17.2956,0.2223,5844.961914,28.2,21.9,2013.0,7.0,1.0,0.68702450375,2.92272774925,0.025846463120567403,-0.04396901141552521,0.019580628759043053,-0.02774359805368209,92.94016656745809,64.0818829074635
2013-07-01,25.0,31.5,24.2,63.29582214,90.15124512,28.0740997,23.12039794,11.78897597,88.43041603,0.585976774,0.861968973,0.770709607,0.604577423,1.763855906,7.809377192,0.253648335,2.594354517,37.5237,126.97,19.5844,0.2713,5849.743164,28.8,21.9,2013.0,7.0,1.0,0.70580819425,3.1053089875,0.025204871527777752,-0.05572593333333341,0.019580628759043053,-0.02774359805368209,91.9164631828602,61.539768292070484
2013-07-02,1.0,24.4,20.6,55.64727783,98.37004089,27.78549662,19.56176995,11.16863346,74.62592047,0.312105477,0.273683179,0.030996951,0.010616645,0.000503279,0.0,0.0,0.0,37.6046,126.991,212.335,2.785,5981.979492,28.1,17.8,2013.0,7.0,2.0,0.15685056300000003,0.00012581975,0.011192291103202898,-0.09897583988764033,0.019580628759043053,-0.02774359805368209,100.29618814167897,54.1034221211029
2013-07-02,2.0,27.0,22.4,47.84641647,91.92164612,30.19111372,21.08443763,8.84114778,54.55195355,0.253213621,0.269998594,0.025253997,0.0,0.0,0.0,0.0,0.0,37.6046,127.032,44.7624,0.5141,5858.019043,30.8,19.8,2013.0,7.0,2.0,0.137116553,0.0,0.01976903506493507,-0.06487058737373734,0.019580628759043053,-0.02774359805368209,93.72152974759585,46.51898472314725
2013-07-02,3.0,28.0,22.6,42.79627991,88.94004822,31.09985859,21.45615279,8.855947753,14.49632748,0.253761849,0.24829105,0.036963465,0.000503523,0.0,0.0,0.0,0.0,37.5776,127.058,33.3068,0.2661,5852.268066,31.2,20.7,2013.0,7.0,2.0,0.13487997175,0.0,0.003209660576923048,-0.03652912028985515,0.019580628759043053,-0.02774359805368209,90.6815502860072,41.60895712198409
2013-07-02,4.0,27.7,22.9,55.03902435,96.98162842,29.50526684,19.54712945,6.981138001,81.48602915,0.170103597,0.152252597,0.006085445,0.001857132,0.000330542,0.0,0.0,0.0,37.645,127.022,45.716,2.5348,5845.616211,31.3,20.7,2013.0,7.0,2.0,0.08257469275,8.26355e-05,0.057339717571884975,0.055694229468599005,0.019580628759043053,-0.02774359805368209,98.88058968253948,53.512043781166774
2013-07-02,5.0,27.8,22.5,51.78120804,92.57404327,29.66286557,21.14236399,8.793535372,136.2970762,0.233981988,0.242542065,0.035643109,0.0,0.0,0.0,0.0,0.0,37.5507,127.135,35.038,0.5055,5848.15625,31.3,20.8,2013.0,7.0,2.0,0.1280417905,0.0,0.052304614376996794,-0.016459807211538415,0.019580628759043053,-0.02774359805368209,94.38670124399346,50.34461101740415
2013-07-02,6.0,28.8,23.1,47.95434189,90.09221649,30.08519008,21.11954912,8.833617409,53.80911096,0.24709233,0.210112923,0.034651563,2.36e-05,0.0,0.0,0.0,0.0,37.5102,127.042,54.6384,0.1457,5862.382813,31.3,20.9,2013.0,7.0,2.0,0.12297010400000001,0.0,0.03881181853035145,-0.010504742583732055,0.019580628759043053,-0.02774359805368209,91.85627873517002,46.62391590367499
2013-07-02,7.0,27.6,23.0,64.12700653,94.24826813,27.29092282,20.90756037,8.478866567,126.3611517,0.233494308,0.282861475,0.047854887,0.056114352,0.0,0.0,0.0,0.0,37.5776,126.838,12.37,0.0985,5837.890625,30.0,20.1,2013.0,7.0,2.0,0.1550812555,0.0,0.0903025726666667,-0.040177132835820764,0.019580628759043053,-0.02774359805368209,96.09370847943627,62.347892636445835
2013-07-02,8.0,27.8,23.2,54.79208755,91.93755341,28.7647314,20.72751252,9.05396984,47.79477155,0.276731941,0.219181762,0.03087337,0.004854821,0.0,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,5852.468262,30.0,20.3,2013.0,7.0,2.0,0.1329104735,0.0,0.041175620000000045,-0.021059730049261108,0.019580628759043053,-0.02774359805368209,93.7377485123359,53.27195789649064
2013-07-02,9.0,26.9,22.1,58.81103134,94.6253891,27.90681088,20.35462766,9.052359164,97.25379833,0.270978947,0.219614745,0.028430326,0.019700302,0.0,0.0,0.0,0.0,37.4967,126.826,50.9312,0.4125,5865.608398,30.1,19.4,2013.0,7.0,2.0,0.13468107999999998,0.0,0.07286342591362137,-0.04920761134020618,0.019580628759043053,-0.02774359805368209,96.4782137151471,57.17940172538054
2013-07-02,10.0,27.5,22.5,55.5191536,95.68592834,27.97672585,19.70235393,10.06820198,65.56205275,0.232742538,0.155971929,0.023141971,0.001166544,0.0,0.0,0.0,0.0,37.4562,126.955,208.507,5.1782,5880.977539,29.4,19.1,2013.0,7.0,2.0,0.1032557455,0.0,0.048410685374149574,-0.031536854973821964,0.019580628759043053,-0.02774359805368209,97.55951898028994,53.97885251824096
2013-07-02,11.0,28.6,23.2,46.00736618,89.98445129,30.71715662,21.30670599,8.925254901,62.78225923,0.229048888,0.203180954,0.022949654,9.6e-05,0.0,0.0,0.0,0.0,37.5372,127.085,28.7,0.6233,5852.796875,31.6,21.2,2013.0,7.0,2.0,0.113818874,0.0,0.02793808164556964,-0.0050333014150944246,0.019580628759043053,-0.02774359805368209,91.74640342479567,44.73095630519351
2013-07-02,12.0,26.2,21.6,46.69628525,91.76262665,29.51587848,20.51496606,9.660558462,26.66173784,0.269246032,0.235780612,0.031009815,0.007261765,0.0,0.0,0.0,0.0,37.5507,126.988,132.118,0.5931,5912.88623,31.5,18.9,2013.0,7.0,2.0,0.13582455599999999,0.0,0.06298798476190472,-0.0854479396825397,0.019580628759043053,-0.02774359805368209,93.55939657638831,45.400762281423916
2013-07-02,13.0,28.4,23.2,42.16406631,89.36790466,31.03747309,21.22521951,8.789325198,34.07828295,0.231055957,0.218827133,0.025204032,0.000305145,0.0,0.0,0.0,0.0,37.5776,127.083,59.8324,2.6865,5849.480469,31.6,21.0,2013.0,7.0,2.0,0.11884806675000001,0.0,0.017801484493670965,-0.010724738571428511,0.019580628759043053,-0.02774359805368209,91.117784424121,40.994283401986564
